t,n,e,d,vn,ve,vd,phi,theta,psi,p,q,r,phiE,thetaE,psiE,nE,eE,dE,vnE,veE,vdE,T1,T2,T3,T4
55.410000,4.667258,2.340436,-0.208898,-0.008020,-0.004429,0.183575,0.000005,-0.000513,-0.008394,0.000862,0.002113,0.009727,-0.000319,-0.000140,-0.008413,4.667100,2.339900,-0.206869,-0.015347,-0.008522,0.184853,2.484093,2.486137,2.486105,2.491156,
55.420000,4.667178,2.340392,-0.207062,-0.007969,-0.004429,0.182180,0.000013,-0.000492,-0.008297,0.001392,0.002020,0.009730,-0.000004,-0.000158,-0.008331,4.666972,2.340162,-0.205021,-0.014749,-0.003461,0.183529,2.479405,2.491963,2.482079,2.493764,
55.430000,4.667098,2.340347,-0.205241,-0.007920,-0.004428,0.180783,0.000027,-0.000472,-0.008199,0.001786,0.001787,0.009684,-0.000080,-0.000119,-0.008155,4.666771,2.340037,-0.203144,-0.015593,-0.004899,0.182890,2.475974,2.496258,2.477977,2.498840,
55.440000,4.667019,2.340303,-0.203433,-0.007873,-0.004426,0.179381,0.000045,-0.000454,-0.008103,0.002121,0.001439,0.009565,-0.000077,-0.000263,-0.008005,4.666786,2.340008,-0.201519,-0.012673,-0.004482,0.178386,2.470894,2.496831,2.471887,2.499170,
55.450000,4.666940,2.340259,-0.201639,-0.007827,-0.004422,0.177995,0.000066,-0.000440,-0.008007,0.002437,0.001042,0.009364,-0.000035,-0.000383,-0.007974,4.666806,2.339978,-0.200026,-0.010849,-0.003841,0.172478,2.470507,2.490160,2.472620,2.490751,
55.460000,4.666862,2.340215,-0.199859,-0.007784,-0.004416,0.176651,0.000090,-0.000429,-0.007913,0.002636,0.000630,0.009127,0.000070,-0.000365,-0.008122,4.666692,2.340013,-0.198587,-0.010992,-0.002943,0.166971,2.468054,2.485653,2.470952,2.485735,
55.470000,4.666784,2.340171,-0.198093,-0.007741,-0.004407,0.175368,0.000117,-0.000423,-0.007822,0.002696,0.000194,0.008872,0.000210,-0.000608,-0.007797,4.666829,2.340110,-0.196522,-0.006955,-0.001239,0.171565,2.471529,2.493627,2.472210,2.490935,
55.480000,4.666706,2.340127,-0.196339,-0.007699,-0.004396,0.174099,0.000144,-0.000421,-0.007733,0.002624,-0.000083,0.008587,0.000089,-0.000492,-0.007845,4.666677,2.339917,-0.194866,-0.008221,-0.003898,0.169765,2.471055,2.490357,2.473856,2.490947,
55.490000,4.666629,2.340083,-0.194598,-0.007657,-0.004382,0.172844,0.000170,-0.000422,-0.007647,0.002489,-0.000424,0.008286,0.000247,-0.000452,-0.007697,4.666557,2.340028,-0.193254,-0.008361,-0.001348,0.167620,2.470779,2.490154,2.473089,2.488984,
55.500000,4.666553,2.340039,-0.192869,-0.007615,-0.004365,0.171608,0.000195,-0.000426,-0.007565,0.002257,-0.000738,0.007975,0.000297,-0.000562,-0.007735,4.666581,2.340044,-0.191520,-0.007155,-0.001081,0.167438,2.471597,2.491757,2.472864,2.489707,
55.510000,4.666477,2.339995,-0.191153,-0.007572,-0.004346,0.170380,0.000217,-0.000434,-0.007485,0.001955,-0.000961,0.007652,0.000318,-0.000478,-0.007938,4.666425,2.340054,-0.189731,-0.007714,-0.001035,0.167959,2.470989,2.494033,2.472599,2.493447,
55.520000,4.666401,2.339952,-0.189450,-0.007529,-0.004325,0.169149,0.000237,-0.000443,-0.007408,0.001635,-0.001176,0.007306,0.000328,-0.000599,-0.007799,4.666476,2.340035,-0.188420,-0.005716,-0.001321,0.161605,2.470670,2.487233,2.471543,2.485178,
55.530000,4.666326,2.339908,-0.187758,-0.007485,-0.004302,0.167949,0.000253,-0.000455,-0.007335,0.001276,-0.001306,0.006969,0.000278,-0.000867,-0.007575,4.666703,2.339947,-0.186410,-0.001242,-0.002065,0.166420,2.474366,2.494543,2.473176,2.491007,
55.540000,4.666251,2.339865,-0.186079,-0.007440,-0.004277,0.166735,0.000266,-0.000468,-0.007266,0.000906,-0.001243,0.006623,0.000248,-0.000610,-0.007500,4.666345,2.339891,-0.185021,-0.006377,-0.002189,0.161289,2.465823,2.495742,2.465311,2.493600,
55.550000,4.666176,2.339823,-0.184411,-0.007393,-0.004251,0.165537,0.000275,-0.000481,-0.007199,0.000553,-0.001098,0.006230,0.000499,-0.000725,-0.007394,4.666393,2.340119,-0.182870,-0.004519,0.000877,0.168199,2.475315,2.498765,2.476658,2.494771,
55.560000,4.666103,2.339780,-0.182756,-0.007345,-0.004224,0.164300,0.000280,-0.000492,-0.007137,0.000081,-0.000889,0.005832,0.000438,-0.000586,-0.007514,4.666183,2.340099,-0.181182,-0.007226,0.000011,0.166561,2.478754,2.493219,2.479158,2.492841,
55.570000,4.666029,2.339738,-0.181113,-0.007296,-0.004197,0.163037,0.000281,-0.000500,-0.007079,-0.000324,-0.000723,0.005458,0.000509,-0.000613,-0.007402,4.666122,2.340192,-0.179256,-0.006854,0.001545,0.169319,2.479662,2.498967,2.480719,2.496751,
55.580000,4.665956,2.339696,-0.179482,-0.007246,-0.004169,0.161727,0.000278,-0.000508,-0.007024,-0.000764,-0.000549,0.005087,0.000062,-0.000614,-0.007208,4.666064,2.339676,-0.177569,-0.007152,-0.006720,0.167676,2.476543,2.500374,2.476613,2.501014,
55.590000,4.665884,2.339654,-0.177865,-0.007196,-0.004142,0.160383,0.000270,-0.000513,-0.006973,-0.001095,-0.000435,0.004695,0.000023,-0.000649,-0.007267,4.666014,2.339575,-0.175671,-0.007030,-0.007234,0.169662,2.485020,2.497602,2.483520,2.498155,
55.600000,4.665812,2.339613,-0.176261,-0.007144,-0.004115,0.158993,0.000259,-0.000518,-0.006926,-0.001288,-0.000310,0.004326,-0.000072,-0.000416,-0.007042,4.665663,2.339409,-0.174165,-0.010805,-0.008480,0.165545,2.476188,2.500512,2.475477,2.502791,
55.610000,4.665740,2.339572,-0.174671,-0.007093,-0.004090,0.157584,0.000246,-0.000521,-0.006883,-0.001337,-0.000266,0.003928,-0.000166,-0.000419,-0.006844,4.665582,2.339233,-0.172888,-0.010221,-0.009711,0.158847,2.472020,2.495153,2.471579,2.498673,
55.620000,4.665669,2.339531,-0.173096,-0.007041,-0.004066,0.156195,0.000233,-0.000523,-0.006844,-0.001235,-0.000339,0.003509,-0.000155,-0.000538,-0.006738,4.665574,2.339170,-0.171430,-0.008695,-0.008634,0.155738,2.473367,2.492737,2.470967,2.493941,
55.630000,4.665599,2.339490,-0.171534,-0.006989,-0.004043,0.154836,0.000221,-0.000527,-0.006809,-0.001027,-0.000356,0.003089,-0.000337,-0.000619,-0.006858,4.665552,2.338863,-0.170026,-0.007489,-0.012288,0.152148,2.468315,2.493827,2.465471,2.495441,
55.640000,4.665529,2.339450,-0.169985,-0.006936,-0.004021,0.153515,0.000210,-0.000530,-0.006778,-0.000703,-0.000325,0.002643,0.000088,-0.000694,-0.006888,4.665556,2.339232,-0.168206,-0.006153,-0.005083,0.155231,2.471518,2.497064,2.470689,2.496663,
55.650000,4.665460,2.339409,-0.168450,-0.006883,-0.004001,0.152200,0.000203,-0.000534,-0.006751,-0.000428,-0.000258,0.002182,-0.000037,-0.000707,-0.006956,4.665477,2.339061,-0.166523,-0.006722,-0.006603,0.155827,2.476098,2.495346,2.473898,2.495745,
55.660000,4.665391,2.339369,-0.166928,-0.006830,-0.003981,0.150879,0.000199,-0.000536,-0.006730,-0.000116,-0.000140,0.001732,0.000046,-0.000640,-0.006734,4.665334,2.339092,-0.165179,-0.007350,-0.005172,0.151864,2.468700,2.497238,2.468418,2.497532,
55.670000,4.665323,2.339330,-0.165419,-0.006777,-0.003961,0.149572,0.000198,-0.000538,-0.006712,0.000153,-0.000046,0.001256,0.000316,-0.000309,-0.006863,4.664896,2.339321,-0.163879,-0.012479,-0.000463,0.147779,2.468935,2.490104,2.473036,2.490166,
55.680000,4.665255,2.339290,-0.163924,-0.006723,-0.003942,0.148295,0.000199,-0.000538,-0.006700,0.000226,-0.000118,0.000799,0.000228,-0.000571,-0.006439,4.665090,2.339204,-0.162265,-0.007398,-0.001769,0.148845,2.467035,2.496792,2.468500,2.496333,
55.690000,4.665188,2.339251,-0.162441,-0.006670,-0.003923,0.147030,0.000202,-0.000539,-0.006692,0.000216,-0.000211,0.000318,0.000070,-0.000780,-0.006581,4.665273,2.339000,-0.160672,-0.003597,-0.004693,0.149173,2.470476,2.496491,2.469797,2.496061,
55.700000,4.665121,2.339211,-0.160970,-0.006616,-0.003903,0.145765,0.000204,-0.000541,-0.006688,0.000217,-0.000246,-0.000172,0.000213,-0.000657,-0.006938,4.665069,2.339141,-0.159359,-0.006487,-0.001827,0.145207,2.474362,2.488135,2.473778,2.487280,
55.710000,4.665055,2.339172,-0.159513,-0.006562,-0.003883,0.144519,0.000206,-0.000544,-0.006690,0.000209,-0.000224,-0.000618,0.000405,-0.000625,-0.006712,4.664959,2.339327,-0.157832,-0.006838,0.001046,0.145276,2.472777,2.490903,2.474537,2.488602,
55.720000,4.664989,2.339133,-0.158068,-0.006508,-0.003863,0.143282,0.000208,-0.000546,-0.006696,0.000058,-0.000187,-0.001039,0.000120,-0.000805,-0.006772,4.665099,2.339018,-0.156285,-0.003737,-0.003909,0.145244,2.471474,2.494321,2.470301,2.493716,
55.730000,4.664924,2.339095,-0.156635,-0.006453,-0.003843,0.142047,0.000209,-0.000548,-0.006707,-0.000042,-0.000094,-0.001468,-0.000023,-0.000921,-0.006778,4.665184,2.338790,-0.155342,-0.002087,-0.007042,0.136369,2.469696,2.484577,2.467657,2.483145,
55.740000,4.664859,2.339056,-0.155214,-0.006399,-0.003822,0.140861,0.000208,-0.000549,-0.006721,-0.000101,0.000103,-0.001873,0.000066,-0.000768,-0.006792,4.664976,2.338849,-0.154010,-0.004830,-0.005295,0.135049,2.467216,2.485562,2.465405,2.485594,
55.750000,4.664795,2.339018,-0.153806,-0.006344,-0.003802,0.139719,0.000207,-0.000548,-0.006740,-0.000083,0.000323,-0.002273,0.000109,-0.000708,-0.006900,4.664869,2.338832,-0.152662,-0.005347,-0.005130,0.133486,2.471437,2.479674,2.471302,2.479372,
55.760000,4.664732,2.338980,-0.152408,-0.006290,-0.003782,0.138614,0.000206,-0.000544,-0.006763,-0.000074,0.000515,-0.002626,0.000270,-0.000446,-0.006666,4.664541,2.338991,-0.151214,-0.009471,-0.001703,0.133971,2.468504,2.483028,2.470342,2.484267,
55.770000,4.664669,2.338942,-0.151022,-0.006236,-0.003762,0.137532,0.000206,-0.000539,-0.006789,-0.000089,0.000560,-0.002966,0.000360,-0.000311,-0.006741,4.664295,2.339054,-0.149751,-0.011200,-0.000351,0.135136,2.469169,2.485616,2.472466,2.485316,
55.780000,4.664607,2.338905,-0.149647,-0.006182,-0.003742,0.136454,0.000205,-0.000534,-0.006819,-0.000227,0.000489,-0.003296,0.000640,-0.000486,-0.006589,4.664420,2.339392,-0.148645,-0.007378,0.004936,0.130339,2.471182,2.477957,2.474610,2.476639,
55.790000,4.664545,2.338867,-0.148282,-0.006129,-0.003722,0.135404,0.000202,-0.000529,-0.006852,-0.000506,0.000359,-0.003577,0.000402,-0.000317,-0.006850,4.664156,2.339188,-0.147288,-0.010425,0.000756,0.129828,2.470010,2.479243,2.472428,2.479888,
55.800000,4.664484,2.338830,-0.146928,-0.006077,-0.003702,0.134375,0.000197,-0.000525,-0.006888,-0.000791,0.000146,-0.003836,0.000706,-0.000156,-0.007047,4.663908,2.339552,-0.145587,-0.012441,0.006123,0.134758,2.477434,2.479510,2.483455,2.479374,
55.810000,4.664423,2.338793,-0.145585,-0.006024,-0.003683,0.133325,0.000190,-0.000524,-0.006926,-0.001238,-0.000233,-0.004039,0.000469,-0.000236,-0.006901,4.663883,2.339352,-0.144296,-0.010842,0.002523,0.133215,2.473156,2.484026,2.476482,2.484051,
55.820000,4.664363,2.338756,-0.144251,-0.005972,-0.003665,0.132263,0.000177,-0.000526,-0.006966,-0.001711,-0.000654,-0.004238,0.000308,-0.000686,-0.007014,4.664299,2.339189,-0.142487,-0.002942,-0.000406,0.138722,2.482034,2.487704,2.482249,2.485856,
55.830000,4.664303,2.338720,-0.142929,-0.005920,-0.003647,0.131150,0.000160,-0.000533,-0.007009,-0.002163,-0.000933,-0.004416,0.000236,-0.000910,-0.006684,4.664543,2.339086,-0.140967,0.001531,-0.001554,0.139230,2.476268,2.496825,2.475523,2.493791,
55.840000,4.664244,2.338683,-0.141617,-0.005867,-0.003632,0.129989,0.000138,-0.000542,-0.007053,-0.002605,-0.001023,-0.004636,0.000121,-0.000699,-0.007008,4.664305,2.338976,-0.139662,-0.002020,-0.002924,0.136675,2.483199,2.486793,2.481258,2.486101,
55.850000,4.664185,2.338647,-0.140317,-0.005813,-0.003619,0.128799,0.000112,-0.000552,-0.007099,-0.002915,-0.001001,-0.004829,-0.000092,-0.000645,-0.007054,4.664233,2.338739,-0.138457,-0.002594,-0.005860,0.133526,2.483928,2.481857,2.481663,2.482868,
55.860000,4.664127,2.338611,-0.139029,-0.005758,-0.003608,0.127599,0.000083,-0.000562,-0.007148,-0.003047,-0.000940,-0.004982,-0.000369,-0.000692,-0.007055,4.664309,2.338410,-0.137444,-0.001056,-0.009644,0.127742,2.479935,2.477695,2.476683,2.480678,
55.870000,4.664069,2.338575,-0.137753,-0.005703,-0.003600,0.126423,0.000053,-0.000572,-0.007197,-0.002932,-0.000881,-0.005107,-0.000305,-0.000522,-0.007299,4.664065,2.338395,-0.136090,-0.004581,-0.008451,0.127277,2.485373,2.473929,2.482538,2.474465,
55.880000,4.664012,2.338539,-0.136489,-0.005646,-0.003595,0.125263,0.000024,-0.000580,-0.007248,-0.002721,-0.000753,-0.005169,-0.000351,-0.000117,-0.007407,4.663547,2.338288,-0.135259,-0.012082,-0.008716,0.119754,2.476326,2.469400,2.475959,2.473723,
55.890000,4.663956,2.338503,-0.135237,-0.005588,-0.003593,0.124157,-0.000004,-0.000588,-0.007300,-0.002387,-0.000790,-0.005199,-0.000414,-0.000131,-0.007505,4.663405,2.338149,-0.133995,-0.012458,-0.009296,0.119289,2.478928,2.468217,2.477658,2.471741,
55.900000,4.663900,2.338467,-0.133995,-0.005530,-0.003594,0.123092,-0.000027,-0.000596,-0.007352,-0.001950,-0.000899,-0.005191,-0.000292,-0.000373,-0.007413,4.663553,2.338216,-0.132810,-0.008815,-0.006911,0.118049,2.479471,2.467436,2.478434,2.469844,
55.910000,4.663845,2.338431,-0.132764,-0.005471,-0.003597,0.122064,-0.000047,-0.000605,-0.007404,-0.001478,-0.001035,-0.005143,-0.000054,-0.000286,-0.007549,4.663351,2.338455,-0.131841,-0.010082,-0.002128,0.113735,2.475096,2.466109,2.475451,2.467524,
55.920000,4.663790,2.338395,-0.131543,-0.005411,-0.003602,0.121086,-0.000062,-0.000615,-0.007455,-0.001063,-0.001207,-0.005070,-0.000121,-0.000274,-0.007556,4.663215,2.338378,-0.131029,-0.009972,-0.002787,0.108344,2.473571,2.460543,2.473702,2.461815,
55.930000,4.663736,2.338359,-0.130333,-0.005350,-0.003609,0.120178,-0.000072,-0.000627,-0.007506,-0.000691,-0.001393,-0.004963,0.000036,-0.000329,-0.007443,4.663144,2.338506,-0.129719,-0.009612,-0.000876,0.111312,2.475577,2.464743,2.476974,2.463862,
55.940000,4.663682,2.338323,-0.129131,-0.005288,-0.003616,0.119302,-0.000079,-0.000641,-0.007556,-0.000474,-0.001561,-0.004829,0.000081,-0.000405,-0.007590,4.663089,2.338595,-0.128629,-0.009051,0.000512,0.110035,2.473644,2.466321,2.473279,2.466259,
55.950000,4.663629,2.338286,-0.127938,-0.005225,-0.003625,0.118456,-0.000084,-0.000657,-0.007604,-0.000290,-0.001680,-0.004693,-0.000188,-0.000968,-0.007779,4.663602,2.338274,-0.127502,0.000146,-0.004462,0.109775,2.478516,2.465130,2.474994,2.462331,
55.960000,4.663577,2.338250,-0.126753,-0.005160,-0.003633,0.117630,-0.000087,-0.000674,-0.007651,-0.000117,-0.001552,-0.004532,-0.000415,-0.001044,-0.007615,4.663661,2.337954,-0.125948,0.000810,-0.008565,0.115648,2.479958,2.473700,2.475620,2.472423,
55.970000,4.663526,2.338214,-0.125577,-0.005093,-0.003642,0.116779,-0.000088,-0.000689,-0.007696,0.000130,-0.001251,-0.004384,-0.000290,-0.001334,-0.007602,4.663999,2.338002,-0.124694,0.005739,-0.006707,0.116249,2.481401,2.475516,2.476550,2.472550,
55.980000,4.663475,2.338177,-0.124409,-0.005025,-0.003652,0.115900,-0.000087,-0.000702,-0.007740,0.000394,-0.000734,-0.004246,0.000070,-0.000939,-0.007658,4.663584,2.338347,-0.123523,-0.001106,-0.000522,0.115936,2.483845,2.471816,2.482909,2.468843,
55.990000,4.663424,2.338141,-0.123250,-0.004956,-0.003661,0.114995,-0.000083,-0.000709,-0.007783,0.000533,-0.000182,-0.004084,-0.000103,-0.000883,-0.007849,4.663498,2.338154,-0.121883,-0.002172,-0.003162,0.122332,2.485867,2.480523,2.483960,2.479531,
56.000000,4.663375,2.338104,-0.122100,-0.004886,-0.003669,0.114025,-0.000077,-0.000711,-0.007823,0.000676,0.000363,-0.003934,-0.000004,-0.000908,-0.008048,4.663548,2.338250,-0.120860,-0.001106,-0.000834,0.118251,2.487702,2.472709,2.487383,2.471892,
56.010000,4.663326,2.338068,-0.120960,-0.004815,-0.003678,0.113023,-0.000070,-0.000707,-0.007863,0.000774,0.000838,-0.003754,-0.000267,-0.000620,-0.007935,4.663183,2.337957,-0.119762,-0.006505,-0.005081,0.116269,2.486282,2.471944,2.484726,2.472983,
56.020000,4.663278,2.338031,-0.119830,-0.004745,-0.003685,0.112002,-0.000063,-0.000699,-0.007900,0.000944,0.001237,-0.003557,-0.000032,-0.000817,-0.007870,4.663344,2.338170,-0.118470,-0.002920,-0.001321,0.117074,2.486850,2.474819,2.486263,2.473000,
56.030000,4.663230,2.337994,-0.118710,-0.004676,-0.003692,0.110957,-0.000053,-0.000686,-0.007936,0.001036,0.001641,-0.003349,-0.000044,-0.000912,-0.007560,4.663465,2.338168,-0.117671,-0.000533,-0.001599,0.110683,2.477878,2.474556,2.476701,2.474223,
56.040000,4.663184,2.337957,-0.117600,-0.004608,-0.003698,0.109928,-0.000043,-0.000670,-0.007969,0.001139,0.002017,-0.003171,-0.000190,-0.000939,-0.007571,4.663526,2.337950,-0.116551,0.001072,-0.004566,0.110352,2.480339,2.473191,2.479308,2.471767,
56.050000,4.663138,2.337920,-0.116501,-0.004542,-0.003703,0.108909,-0.000031,-0.000650,-0.008001,0.001208,0.002405,-0.003000,-0.000278,-0.000701,-0.007782,4.663278,2.337809,-0.115411,-0.002298,-0.005981,0.110214,2.481377,2.472418,2.479651,2.473025,
56.060000,4.663092,2.337883,-0.115412,-0.004478,-0.003706,0.107893,-0.000019,-0.000626,-0.008031,0.001346,0.002756,-0.002831,-0.000244,-0.000831,-0.007811,4.663441,2.337789,-0.114374,0.000597,-0.005310,0.108245,2.481571,2.470754,2.479713,2.470601,
56.070000,4.663047,2.337846,-0.114333,-0.004416,-0.003709,0.106889,-0.000006,-0.000598,-0.008059,0.001517,0.003107,-0.002657,-0.000265,-0.000780,-0.007720,4.663419,2.337668,-0.113468,0.000744,-0.005898,0.105018,2.476376,2.472043,2.475457,2.470894,
56.080000,4.663003,2.337809,-0.113264,-0.004356,-0.003710,0.105910,0.000009,-0.000567,-0.008086,0.001645,0.003461,-0.002499,-0.000140,-0.000281,-0.007811,4.662887,2.337719,-0.112226,-0.006856,-0.004225,0.107206,2.478456,2.471836,2.480634,2.472895,
56.090000,4.662960,2.337772,-0.112205,-0.004300,-0.003709,0.104932,0.000026,-0.000533,-0.008111,0.001708,0.003629,-0.002344,-0.000305,-0.000269,-0.007696,4.662862,2.337439,-0.111151,-0.006021,-0.007542,0.105934,2.477476,2.471687,2.479056,2.473935,
56.100000,4.662917,2.337735,-0.111156,-0.004247,-0.003707,0.103959,0.000043,-0.000496,-0.008134,0.001782,0.003629,-0.002199,-0.000051,-0.000075,-0.007816,4.662632,2.337652,-0.110055,-0.008623,-0.003137,0.105388,2.475545,2.473172,2.478339,2.475652,
56.110000,4.662874,2.337698,-0.110116,-0.004198,-0.003703,0.102988,0.000061,-0.000460,-0.008156,0.001830,0.003442,-0.002072,0.000228,-0.000027,-0.007605,4.662508,2.337911,-0.109112,-0.009595,0.000690,0.103257,2.472438,2.474605,2.476449,2.474713,
56.120000,4.662832,2.337661,-0.109086,-0.004153,-0.003698,0.102028,0.000079,-0.000426,-0.008177,0.001731,0.003147,-0.001972,0.000305,-0.000061,-0.007589,4.662453,2.338024,-0.108092,-0.009165,0.002350,0.102372,2.473748,2.473505,2.476537,2.473799,
56.130000,4.662791,2.337624,-0.108066,-0.004110,-0.003690,0.101078,0.000096,-0.000394,-0.008197,0.001563,0.002802,-0.001885,0.000053,-0.000137,-0.007866,4.662492,2.337731,-0.106724,-0.007035,-0.002110,0.106333,2.478520,2.475617,2.481259,2.476808,
56.140000,4.662750,2.337587,-0.107055,-0.004071,-0.003681,0.100107,0.000112,-0.000366,-0.008216,0.001374,0.002387,-0.001802,0.000155,-0.000084,-0.007943,4.662378,2.337799,-0.105769,-0.007576,-0.000613,0.103536,2.480807,2.470508,2.483874,2.470533,
56.150000,4.662709,2.337550,-0.106054,-0.004035,-0.003670,0.099133,0.000126,-0.000342,-0.008234,0.001116,0.001946,-0.001687,0.000062,-0.000304,-0.008158,4.662556,2.337668,-0.104700,-0.003771,-0.001986,0.102694,2.483974,2.468808,2.484587,2.467964,
56.160000,4.662669,2.337513,-0.105063,-0.004001,-0.003658,0.098155,0.000137,-0.000323,-0.008251,0.000857,0.001601,-0.001532,-0.000182,-0.000550,-0.008202,4.662839,2.337347,-0.103660,0.000357,-0.006189,0.101739,2.482647,2.470021,2.481655,2.470225,
56.170000,4.662629,2.337477,-0.104081,-0.003969,-0.003645,0.097178,0.000146,-0.000307,-0.008266,0.000693,0.001353,-0.001360,-0.000234,-0.000380,-0.008201,4.662649,2.337210,-0.102745,-0.002563,-0.007348,0.099088,2.481285,2.468180,2.480126,2.468836,
56.180000,4.662589,2.337440,-0.103109,-0.003938,-0.003630,0.096212,0.000152,-0.000293,-0.008279,0.000625,0.001172,-0.001174,-0.000108,-0.000338,-0.008481,4.662578,2.337282,-0.102085,-0.003420,-0.005064,0.093448,2.482816,2.458679,2.482160,2.459170,
56.190000,4.662549,2.337404,-0.102147,-0.003909,-0.003616,0.095287,0.000159,-0.000281,-0.008291,0.000612,0.001033,-0.000930,-0.000170,-0.000455,-0.008215,4.662697,2.337162,-0.101121,-0.001576,-0.006057,0.092765,2.478202,2.463441,2.476896,2.464164,
56.200000,4.662510,2.337368,-0.101194,-0.003881,-0.003600,0.094395,0.000165,-0.000271,-0.008301,0.000673,0.000943,-0.000680,-0.000019,-0.000699,-0.008191,4.662997,2.337254,-0.100302,0.003029,-0.004359,0.090496,2.471708,2.468431,2.470452,2.466947,
56.210000,4.662472,2.337332,-0.100250,-0.003854,-0.003584,0.093540,0.000172,-0.000262,-0.008307,0.000714,0.000968,-0.000467,0.000047,-0.000523,-0.008219,4.662849,2.337267,-0.099564,-0.000088,-0.003594,0.087169,2.472310,2.462652,2.472308,2.461758,
56.220000,4.662433,2.337296,-0.099315,-0.003828,-0.003567,0.092731,0.000179,-0.000252,-0.008312,0.000715,0.001019,-0.000256,0.000333,-0.000142,-0.008359,4.662417,2.337561,-0.098667,-0.006306,0.001049,0.086844,2.471767,2.462155,2.474284,2.461648,
56.230000,4.662395,2.337260,-0.098388,-0.003803,-0.003550,0.091957,0.000186,-0.000242,-0.008315,0.000609,0.000989,-0.000043,0.000163,-0.000129,-0.008484,4.662342,2.337360,-0.097723,-0.006036,-0.001922,0.086725,2.471985,2.462926,2.473544,2.462926,
56.240000,4.662357,2.337225,-0.097468,-0.003779,-0.003532,0.091209,0.000192,-0.000232,-0.008315,0.000469,0.000910,0.000167,-0.000019,-0.000094,-0.008848,4.662275,2.337126,-0.096793,-0.006046,-0.005249,0.086610,2.477391,2.457440,2.478484,2.459583,
56.250000,4.662319,2.337189,-0.096556,-0.003756,-0.003513,0.090478,0.000197,-0.000223,-0.008313,0.000394,0.000732,0.000413,0.000167,-0.000092,-0.009100,4.662268,2.337290,-0.095644,-0.004981,-0.001869,0.090267,2.485799,2.455468,2.488118,2.456778,
